"","year","month","day","trt","tariff","stimulus","kwh_mean","kwh_sd","n"
"87",2009,10,8,0,"E","E",10.6037653390743,6.33153261558559,929
"88",2009,10,9,0,"E","E",10.8918121636168,6.61563387123935,929
"89",2009,10,10,0,"E","E",11.696272335845,7.20659881139829,929
"90",2009,10,11,0,"E","E",11.6861081808396,7.18311962692816,929
"91",2009,10,12,0,"E","E",10.9160129171152,6.30189310481972,929
"92",2009,10,13,0,"E","E",11.1137814854682,6.41087628907272,929
"93",2009,10,14,0,"E","E",10.9070614224138,6.37986724422509,928
"94",2009,10,15,0,"E","E",10.8788033405172,6.33079699079694,928
"95",2009,10,16,0,"E","E",10.8071632543103,6.30424451843664,928
"96",2009,10,17,0,"E","E",11.7774498922414,7.12814347764449,928
"97",2009,10,18,0,"E","E",12.1153087284483,7.65701215593929,928
"98",2009,10,19,0,"E","E",11.3957764008621,6.74199392294411,928
"99",2009,10,20,0,"E","E",11.2904094827586,6.84920197462513,928
"100",2009,10,21,0,"E","E",11.3609946178687,6.74131622312955,929
"101",2009,10,22,0,"E","E",10.9838751345533,6.68951953236041,929
"102",2009,10,23,0,"E","E",11.0514311087191,6.56586221839108,929
"103",2009,10,24,0,"E","E",11.9184494079656,7.47153515924991,929
"104",2009,10,25,0,"E","E",12.3274101184069,7.69754053122098,929
"105",2009,10,26,0,"E","E",12.1141135629709,7.38917166440636,929
"106",2009,10,27,0,"E","E",11.6642282023681,7.11658203244254,929
"107",2009,10,28,0,"E","E",11.3431237890205,6.95689943383578,929
"108",2009,10,29,0,"E","E",11.6207351991389,7.17863217060911,929
"109",2009,10,30,0,"E","E",11.7440710441335,7.10822421074998,929
"110",2009,10,31,0,"E","E",12.3094520990312,7.72144995282946,929
"111",2009,11,1,0,"E","E",13.1098653017241,7.94774512971354,928
"112",2009,11,2,0,"E","E",12.1326350914962,7.06112479678649,929
"113",2009,11,3,0,"E","E",11.9636276939655,7.32360033419601,928
"114",2009,11,4,0,"E","E",11.938390625,6.95036191929756,928
"115",2009,11,5,0,"E","E",11.6605392895587,7.02295820169954,929
"116",2009,11,6,0,"E","E",11.9089300322928,7.36703665169563,929
"117",2009,11,7,0,"E","E",13.2515914962325,8.70019706423929,929
"118",2009,11,8,0,"E","E",12.9845032327586,8.03790445512107,928
"119",2009,11,9,0,"E","E",12.2531119483315,7.25728157469256,929
"120",2009,11,10,0,"E","E",11.9066722282024,7.09719376384769,929
"121",2009,11,11,0,"E","E",12.2472524219591,7.3361969126534,929
"122",2009,11,12,0,"E","E",12.1110694294941,7.33594060107142,929
"123",2009,11,13,0,"E","E",12.2283863146552,7.50277141648339,928
"124",2009,11,14,0,"E","E",13.0708272335845,8.35387398986198,929
"125",2009,11,15,0,"E","E",13.2686765339074,8.36767520077573,929
"126",2009,11,16,0,"E","E",12.2345322927879,7.41489360823725,929
"127",2009,11,17,0,"E","E",12.4832408405172,7.55869651460594,928
"128",2009,11,18,0,"E","E",12.3163125,7.72605767530443,928
"129",2009,11,19,0,"E","E",12.383302262931,7.99663790091868,928
"130",2009,11,20,0,"E","E",11.9306153017241,7.22994383716257,928
"131",2009,11,21,0,"E","E",13.2496555435953,8.60257089381156,929
"132",2009,11,22,0,"E","E",13.853138320775,9.06712606140687,929
"133",2009,11,23,0,"E","E",12.3231872981701,7.74482293236422,929
"134",2009,11,24,0,"E","E",12.9047168998924,8.25407276863873,929
"135",2009,11,25,0,"E","E",12.7767526939655,8.30962070322011,928
"136",2009,11,26,0,"E","E",12.5587491926803,8.23592309726574,929
"137",2009,11,27,0,"E","E",12.5833649085038,8.0951943012237,929
"138",2009,11,28,0,"E","E",13.9482354525862,9.28512343395147,928
"139",2009,11,29,0,"E","E",14.6347882543103,9.86152601233474,928
"140",2009,11,30,0,"E","E",13.1824289558665,8.40889185776928,929
"141",2009,12,1,0,"E","E",13.1635236813778,8.51543053165985,929
"142",2009,12,2,0,"E","E",12.7372793326157,8.10903106570921,929
"143",2009,12,3,0,"E","E",12.7100263724435,8.05142863267455,929
"144",2009,12,4,0,"E","E",12.8730737351991,8.39973263654959,929
"145",2009,12,5,0,"E","E",13.9770861141012,9.52166761736812,929
"146",2009,12,6,0,"E","E",13.8607551130248,8.94826048187255,929
"147",2009,12,7,0,"E","E",13.2351309267241,8.70851797830554,928
"148",2009,12,8,0,"E","E",13.1981722282024,8.56477689374931,929
"149",2009,12,9,0,"E","E",13.1628595263724,8.45245070071232,929
"150",2009,12,10,0,"E","E",12.909280409042,8.41019259068399,929
"151",2009,12,11,0,"E","E",12.8434703982777,8.56614068416088,929
"152",2009,12,12,0,"E","E",13.7665086114101,9.11975918964907,929
"153",2009,12,13,0,"E","E",14.4493525296017,9.55027705712125,929
"154",2009,12,14,0,"E","E",13.904308934338,9.04628057432164,929
"155",2009,12,15,0,"E","E",13.7026959095802,9.10661311119849,929
"156",2009,12,16,0,"E","E",13.6889192680301,8.82304322397667,929
"157",2009,12,17,0,"E","E",13.5407265877287,9.04368684131565,929
"158",2009,12,18,0,"E","E",14.1201560818084,8.98000398184024,929
"159",2009,12,19,0,"E","E",15.4388794402583,10.7332059846557,929
"160",2009,12,20,0,"E","E",15.7742068965517,10.5208266087082,928
"161",2009,12,21,0,"E","E",15.0578959007551,10.1303971499901,927
"162",2009,12,22,0,"E","E",15.0071677454153,10.2393383448307,927
"163",2009,12,23,0,"E","E",16.0822055016181,10.8948045405052,927
"164",2009,12,24,0,"E","E",17.6325749730313,12.4293291391094,927
"165",2009,12,25,0,"E","E",18.8467918015102,15.0050468138514,927
"166",2009,12,26,0,"E","E",16.1713191144708,12.0243129142562,926
"167",2009,12,27,0,"E","E",15.2817745415318,11.0739931655207,927
"168",2009,12,28,0,"E","E",15.4460409924488,11.1619461063054,927
"169",2009,12,29,0,"E","E",15.6983017241379,11.1794275844993,928
"170",2009,12,30,0,"E","E",15.6250878232759,10.9242222610952,928
"171",2009,12,31,0,"E","E",15.5455899784483,11.3030072129894,928
"172",2010,1,1,0,"E","E",15.7281783405172,11.0073551938108,928
"173",2010,1,2,0,"E","E",15.6249445043103,11.0774806169387,928
"174",2010,1,3,0,"E","E",15.8664509698276,11.0202888635925,928
"175",2010,1,4,0,"E","E",15.5988992456897,10.7243935200329,928
"176",2010,1,5,0,"E","E",15.4552198275862,10.2995544627016,928
"177",2010,1,6,0,"E","E",15.4341891163793,10.3156611765167,928
"178",2010,1,7,0,"E","E",15.5243658405172,10.6022490658396,928
"179",2010,1,8,0,"E","E",15.7593033405172,10.9659909030031,928
"180",2010,1,9,0,"E","E",17.2016745689655,12.1171455024716,928
"181",2010,1,10,0,"E","E",17.4184417475728,12.4564181973639,927
"182",2010,1,11,0,"E","E",15.452817887931,10.4395119075345,928
"183",2010,1,12,0,"E","E",15.3246923491379,9.91883380692736,928
"184",2010,1,13,0,"E","E",14.5807047413793,9.32531644269028,928
"185",2010,1,14,0,"E","E",13.7293841594828,9.30377405766446,928
"186",2010,1,15,0,"E","E",13.6208582974138,8.87474393760485,928
"187",2010,1,16,0,"E","E",14.1220565732759,9.53630680896849,928
"188",2010,1,17,0,"E","E",14.3741174568966,9.67483145711147,928
"189",2010,1,18,0,"E","E",13.0515118534483,8.42931007165531,928
"190",2010,1,19,0,"E","E",13.236984375,8.68298764792926,928
"191",2010,1,20,0,"E","E",12.78021875,8.3489101313871,928
"192",2010,1,21,0,"E","E",13.1094379719525,8.53271518936955,927
"193",2010,1,22,0,"E","E",12.7680210355987,8.36830073126418,927
"194",2010,1,23,0,"E","E",14.153259978425,9.31957314567268,927
"195",2010,1,24,0,"E","E",14.5548090614887,9.70027848110101,927
"196",2010,1,25,0,"E","E",13.2283915857605,8.88850000248181,927
"197",2010,1,26,0,"E","E",13.0049854368932,8.48404226472415,927
"198",2010,1,27,0,"E","E",12.9731515641855,8.42576414499347,927
"199",2010,1,28,0,"E","E",12.8193985976268,8.54332530235668,927
"200",2010,1,29,0,"E","E",12.6801584051724,8.70118233504731,928
"201",2010,1,30,0,"E","E",13.8187747844828,9.29000947797081,928
"202",2010,1,31,0,"E","E",14.5442411003236,9.88720538258365,927
"203",2010,2,1,0,"E","E",13.1804768318966,8.62894776983956,928
"204",2010,2,2,0,"E","E",12.8633755387931,8.32514248361988,928
"205",2010,2,3,0,"E","E",12.6001260775862,8.11497693227649,928
"206",2010,2,4,0,"E","E",12.6697780172414,8.04957627140462,928
"207",2010,2,5,0,"E","E",12.3768857758621,7.94781135087085,928
"208",2010,2,6,0,"E","E",13.5870538793103,8.83491464668709,928
"209",2010,2,7,0,"E","E",13.8238636853448,9.25523125410106,928
"210",2010,2,8,0,"E","E",12.9507435344828,8.53196765615756,928
"211",2010,2,9,0,"E","E",12.5674401939655,8.32144937648387,928
"212",2010,2,10,0,"E","E",12.7942623922414,8.42616375554316,928
"213",2010,2,11,0,"E","E",12.6257683189655,8.31840792672964,928
"214",2010,2,12,0,"E","E",12.787521012931,8.49566552450428,928
"215",2010,2,13,0,"E","E",13.4253798491379,8.90057239164867,928
"216",2010,2,14,0,"E","E",13.3135442286947,8.61139345076094,927
"217",2010,2,15,0,"E","E",12.6652219827586,8.27191407646542,928
"218",2010,2,16,0,"E","E",12.5498550646552,8.53966581312436,928
"219",2010,2,17,0,"E","E",12.608622437972,8.61970506800232,927
"220",2010,2,18,0,"E","E",12.7549078663793,8.74765064455682,928
"221",2010,2,19,0,"E","E",12.646640625,8.78125810014474,928
"222",2010,2,20,0,"E","E",13.9260732758621,9.81117473989316,928
"223",2010,2,21,0,"E","E",14.1054342672414,9.87839001500522,928
"224",2010,2,22,0,"E","E",12.9289752155172,9.11968021115029,928
"225",2010,2,23,0,"E","E",13.2996375404531,9.14316238324144,927
"226",2010,2,24,0,"E","E",12.8184606681034,8.623425853213,928
"227",2010,2,25,0,"E","E",12.6967559267241,8.84707332338741,928
"228",2010,2,26,0,"E","E",12.5077265372168,8.61283905155548,927
"229",2010,2,27,0,"E","E",13.3253006465517,9.42687618683859,928
"230",2010,2,28,0,"E","E",13.5598125,9.44412801083183,928
"231",2010,3,1,0,"E","E",12.0271384698276,7.83827181634036,928
"232",2010,3,2,0,"E","E",12.1258146551724,7.98323143131218,928
"233",2010,3,3,0,"E","E",12.1696901939655,8.12787948711379,928
"234",2010,3,4,0,"E","E",11.817849137931,7.74547779496229,928
"235",2010,3,5,0,"E","E",11.8249779094828,7.93782053242998,928
"236",2010,3,6,0,"E","E",13.0642165948276,9.17402481544588,928
"237",2010,3,7,0,"E","E",13.0051066810345,9.03184171917771,928
"238",2010,3,8,0,"E","E",12.1172669902913,8.0979385637559,927
"239",2010,3,9,0,"E","E",11.8293103448276,8.0743487229969,928
"240",2010,3,10,0,"E","E",12.0023236245955,8.16894979016958,927
"241",2010,3,11,0,"E","E",11.7593743257821,7.92005773542814,927
"242",2010,3,12,0,"E","E",11.7881100323625,8.12594669512319,927
"243",2010,3,13,0,"E","E",12.700044768069,9.14937051578942,927
"244",2010,3,14,0,"E","E",12.395235167206,8.53809143739634,927
"245",2010,3,15,0,"E","E",11.6613106796117,7.98185015838372,927
"246",2010,3,16,0,"E","E",11.7811132686084,8.25524725720878,927
"247",2010,3,17,0,"E","E",11.9621185344828,8.23136537526833,928
"248",2010,3,18,0,"E","E",11.1734606681034,7.76316790238354,928
"249",2010,3,19,0,"E","E",11.4067403017241,7.93085977540545,928
"250",2010,3,20,0,"E","E",12.1725765911543,8.10888521169321,927
"251",2010,3,21,0,"E","E",12.5115565732759,8.48085575349097,928
"252",2010,3,22,0,"E","E",11.1670915948276,7.49598214851006,928
"253",2010,3,23,0,"E","E",11.4878058252427,7.70338404713086,927
"254",2010,3,24,0,"E","E",11.0154057112069,7.35664535180637,928
"255",2010,3,25,0,"E","E",11.1524191810345,7.46930182445519,928
"256",2010,3,26,0,"E","E",10.780015625,7.14004940187323,928
"257",2010,3,27,0,"E","E",11.7025748922414,7.76720634724721,928
"258",2010,3,28,0,"E","E",11.2570851293103,7.19922481550628,928
"259",2010,3,29,0,"E","E",11.6053453663793,7.69729603324218,928
"260",2010,3,30,0,"E","E",12.1567936422414,8.43618199583896,928
"261",2010,3,31,0,"E","E",11.7415151024811,7.813251330147,927
"262",2010,4,1,0,"E","E",11.202760237069,7.45807996452013,928
"263",2010,4,2,0,"E","E",12.0193329741379,8.15618866109095,928
"264",2010,4,3,0,"E","E",12.2251169181034,8.50622115585298,928
"265",2010,4,4,0,"E","E",12.3248044181034,9.01062983257971,928
"266",2010,4,5,0,"E","E",11.6145344827586,8.1837569072482,928
"267",2010,4,6,0,"E","E",11.2375938511327,7.58256083523345,927
"268",2010,4,7,0,"E","E",10.9805689655172,7.2353251596746,928
"269",2010,4,8,0,"E","E",10.892119612069,7.30022776190203,928
"270",2010,4,9,0,"E","E",10.7366535560345,7.16618968480206,928
"271",2010,4,10,0,"E","E",10.9357020474138,7.08120718114153,928
"272",2010,4,11,0,"E","E",11.0476731391586,7.12532712795024,927
"273",2010,4,12,0,"E","E",10.3314886731392,6.62346634293025,927
"274",2010,4,13,0,"E","E",10.0317502696872,6.02386661542837,927
"275",2010,4,14,0,"E","E",10.2762324703344,6.35689276714439,927
"276",2010,4,15,0,"E","E",10.1550151024811,6.27519459679407,927
"277",2010,4,16,0,"E","E",10.1251289104639,6.39572082048206,927
"278",2010,4,17,0,"E","E",11.1552459546926,7.53663731162504,927
"279",2010,4,18,0,"E","E",11.2423495145631,7.14759205951193,927
"280",2010,4,19,0,"E","E",10.138024811219,6.08506389491641,927
"281",2010,4,20,0,"E","E",10.1883570658037,6.21592607063202,927
"282",2010,4,21,0,"E","E",10.1156574973031,6.2061493796972,927
"283",2010,4,22,0,"E","E",10.0493376483279,6.03958490139172,927
"284",2010,4,23,0,"E","E",10.0580765911543,6.38130715191877,927
"285",2010,4,24,0,"E","E",11.0594293419633,7.11997934822413,927
"286",2010,4,25,0,"E","E",11.1646882416397,7.4459517808095,927
"287",2010,4,26,0,"E","E",10.0573225458468,6.29951090580303,927
"288",2010,4,27,0,"E","E",10.347165587918,6.11582372512092,927
"289",2010,4,28,0,"E","E",10.141021574973,6.17938964472087,927
"290",2010,4,29,0,"E","E",10.0208623110151,5.98728370638564,926
"291",2010,4,30,0,"E","E",10.2290167206041,6.50826036203645,927
"292",2010,5,1,0,"E","E",11.2022065803668,7.38733787564735,927
"293",2010,5,2,0,"E","E",11.1792249190939,7.3465968513509,927
"294",2010,5,3,0,"E","E",11.0267062634989,7.07736550019535,926
"295",2010,5,4,0,"E","E",10.6367567421791,6.62063216285636,927
"296",2010,5,5,0,"E","E",10.4680463362069,6.57725574034509,928
"297",2010,5,6,0,"E","E",10.1706600215517,6.31478736211983,928
"298",2010,5,7,0,"E","E",10.1780183189655,6.58053880954561,928
"299",2010,5,8,0,"E","E",10.7210814455232,6.90336085603529,927
"300",2010,5,9,0,"E","E",11.10156587473,7.20887219589423,926
"301",2010,5,10,0,"E","E",10.2025502159827,6.19285344351705,926
"302",2010,5,11,0,"E","E",10.2816997840173,6.4227460250009,926
"303",2010,5,12,0,"E","E",10.1551576673866,6.3627881701623,926
"304",2010,5,13,0,"E","E",10.2233937432578,6.3839628630843,927
"305",2010,5,14,0,"E","E",9.99586825053996,6.3079626197222,926
"306",2010,5,15,0,"E","E",10.8151564185545,7.09640466598334,927
"307",2010,5,16,0,"E","E",10.8099832432432,6.96478229627555,925
"308",2010,5,17,0,"E","E",9.87469093851133,6.03154048742177,927
"309",2010,5,18,0,"E","E",10.3672259978425,6.36285245667577,927
"310",2010,5,19,0,"E","E",10.0820145631068,6.30875074827318,927
"311",2010,5,20,0,"E","E",9.61171875,5.80487981664099,928
"312",2010,5,21,0,"E","E",9.83066702586207,6.00259459211004,928
"313",2010,5,22,0,"E","E",10.2587162891046,6.58034790806136,927
"314",2010,5,23,0,"E","E",10.0583669181034,6.18785132682983,928
"315",2010,5,24,0,"E","E",9.61297033441208,5.8191874003102,927
"316",2010,5,25,0,"E","E",9.67202316810345,5.95448892331828,928
"317",2010,5,26,0,"E","E",9.62535382955771,5.80983602892412,927
"318",2010,5,27,0,"E","E",9.78210668103448,5.87707542550778,928
"319",2010,5,28,0,"E","E",9.77792071197411,5.94593002141553,927
"320",2010,5,29,0,"E","E",10.9483894282632,7.27084014918989,927
"321",2010,5,30,0,"E","E",10.7507424406048,6.67966630974463,926
"322",2010,5,31,0,"E","E",10.3759412081985,6.28932773605731,927
"323",2010,6,1,0,"E","E",9.86196282327586,5.97096290653765,928
"324",2010,6,2,0,"E","E",9.68284951456311,5.88425632599372,927
"325",2010,6,3,0,"E","E",9.48425915948276,5.68372106815653,928
"326",2010,6,4,0,"E","E",9.36309859913793,5.75434463508386,928
"327",2010,6,5,0,"E","E",10.0437230603448,6.36017458160943,928
"328",2010,6,6,0,"E","E",10.0187281553398,6.5385068183907,927
"329",2010,6,7,0,"E","E",10.5134412715517,6.76173454210179,928
"330",2010,6,8,0,"E","E",10.2988189655172,6.52582096135179,928
"331",2010,6,9,0,"E","E",10.2289649406688,6.34306668538818,927
"332",2010,6,10,0,"E","E",9.68911799568965,6.15913361703068,928
"333",2010,6,11,0,"E","E",9.68956357758621,5.95746429838263,928
"334",2010,6,12,0,"E","E",10.4985393743258,6.56662517453549,927
"335",2010,6,13,0,"E","E",10.6996002155172,6.74238189370179,928
"336",2010,6,14,0,"E","E",9.81031519396552,6.20245058966311,928
"337",2010,6,15,0,"E","E",9.64326187904968,5.90424787747284,926
"338",2010,6,16,0,"E","E",9.6901875,5.95291294299497,928
"339",2010,6,17,0,"E","E",9.49208036677454,5.7782495730795,927
"340",2010,6,18,0,"E","E",9.78166540948276,6.37543395865109,928
"341",2010,6,19,0,"E","E",9.93380603448276,6.31542402858482,928
"342",2010,6,20,0,"E","E",9.82993211206897,6.51860774625529,928
"343",2010,6,21,0,"E","E",9.52684159482759,5.9166331847099,928
"344",2010,6,22,0,"E","E",9.54080711206896,5.92269919978973,928
"345",2010,6,23,0,"E","E",9.56123976293103,5.94150483363741,928
"346",2010,6,24,0,"E","E",9.44759644396552,5.83909464073229,928
"347",2010,6,25,0,"E","E",9.60535129310345,5.99339762322636,928
"348",2010,6,26,0,"E","E",9.96794989224138,6.41123801639171,928
"349",2010,6,27,0,"E","E",10.1551585760518,6.35769071482456,927
"350",2010,6,28,0,"E","E",9.9602192887931,6.28546639916585,928
"351",2010,6,29,0,"E","E",9.87049892241379,6.31711609526499,928
"352",2010,6,30,0,"E","E",10.0590059267241,6.21067837704925,928
"353",2010,7,1,0,"E","E",9.76334644396552,5.98180348557083,928
"354",2010,7,2,0,"E","E",9.69868015102481,6.04661481234689,927
"355",2010,7,3,0,"E","E",10.1447799352751,6.53258468696273,927
"356",2010,7,4,0,"E","E",10.0551760259179,6.54932018277843,926
"357",2010,7,5,0,"E","E",9.54397896440129,5.92830175232955,927
"358",2010,7,6,0,"E","E",9.97591271551724,6.24760835551447,928
"359",2010,7,7,0,"E","E",9.59203717672414,5.94941704744151,928
"360",2010,7,8,0,"E","E",9.81267510775862,6.02885356840697,928
"361",2010,7,9,0,"E","E",9.94783028017241,6.19566009296952,928
"362",2010,7,10,0,"E","E",10.8965140086207,7.12281111916396,928
"363",2010,7,11,0,"E","E",10.7296170442287,6.95180751190366,927
"364",2010,7,12,0,"E","E",9.79825862068965,6.14351897650723,928
"365",2010,7,13,0,"E","E",10.147796875,6.55505071464644,928
"366",2010,7,14,0,"E","E",9.98297036637931,6.50331399121422,928
"367",2010,7,15,0,"E","E",10.1556325431034,6.46821376617348,928
"368",2010,7,16,0,"E","E",9.78327424568966,6.32366955132393,928
"369",2010,7,17,0,"E","E",10.2153980582524,6.54453573429373,927
"370",2010,7,18,0,"E","E",10.5308522114347,6.8428302183089,927
"371",2010,7,19,0,"E","E",9.88516235167206,6.1704992456807,927
"372",2010,7,20,0,"E","E",9.71054018912529,6.29310303682617,846
"373",2010,7,21,0,"E","E",9.87277375809935,6.17117350291528,926
"374",2010,7,22,0,"E","E",9.79297300215983,6.14892267732346,926
"375",2010,7,23,0,"E","E",9.50593628509719,6.21572941711163,926
"376",2010,7,24,0,"E","E",10.2494205405405,6.85323865482352,925
"377",2010,7,25,0,"E","E",10.3399816216216,6.97453519240492,925
"378",2010,7,26,0,"E","E",9.91053891891892,6.20582175391308,925
"379",2010,7,27,0,"E","E",9.82347678185745,6.22302210490281,926
"380",2010,7,28,0,"E","E",9.70501781857451,6.15590887714692,926
"381",2010,7,29,0,"E","E",9.72531965442765,6.19277345633557,926
"382",2010,7,30,0,"E","E",9.85673650107991,6.40511945671723,926
"383",2010,7,31,0,"E","E",10.3536787257019,7.04162198135436,926
"384",2010,8,1,0,"E","E",10.3143708108108,7.26260849538676,925
"385",2010,8,2,0,"E","E",10.3516383783784,7.06670771516611,925
"386",2010,8,3,0,"E","E",9.98576673866091,6.6021195649469,926
"387",2010,8,4,0,"E","E",10.0204345945946,6.5982328046832,925
"388",2010,8,5,0,"E","E",9.96147837837838,6.32322122585228,925
"389",2010,8,6,0,"E","E",9.90679567567568,6.24915350907302,925
"390",2010,8,7,0,"E","E",10.166552972973,6.43556569673698,925
"391",2010,8,8,0,"E","E",10.1300697297297,6.36014667142916,925
"392",2010,8,9,0,"E","E",9.92520616883117,6.16443357908916,924
"393",2010,8,10,0,"E","E",9.94551621621622,6.12574236359545,925
"394",2010,8,11,0,"E","E",9.81944810810811,6.15893105583681,925
"395",2010,8,12,0,"E","E",9.84264054054054,6.01954201268306,925
"396",2010,8,13,0,"E","E",9.77370054054054,6.26498874605127,925
"397",2010,8,14,0,"E","E",10.2129362850972,6.82750520470401,926
"398",2010,8,15,0,"E","E",10.1818162162162,6.75024984829059,925
"399",2010,8,16,0,"E","E",10.4262456803456,6.5225436325689,926
